Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
Xiaomi,Redmi Note 13,Ultra,6,512,Amazon,Refurbished,6000,48,2022,6860,3.6,26421
Google,Pixel 7,X,4,64,Reliance Digital,Good,4500,48,2022,8386,4.7,61085
Samsung,Y20,Lite,8,128,Croma,Good,5000,64,2022,1490,4.9,16025
OnePlus,T10,X,6,256,Offline Store,Good,6000,12,2022,257,4,60073
OnePlus,X,Pro,6,512,Tata Cliq,Like New,5200,108,2022,3136,3.9,37453
Nothing,Phone 1,Pro Max,8,256,Official Store,Refurbished,5500,12,2024,693,4.2,38400
Samsung,F23,Neo,6,256,Reliance Digital,Refurbished,5500,64,2022,1539,4,115750
Apple,i14,X,6,512,Tata Cliq,Like New,6000,12,2021,5632,4.9,74953
OnePlus,OnePlus 9,Pro,4,64,Amazon,Good,5500,64,2024,1937,4.8,51908
Samsung,F22,Pro,12,128,Tata Cliq,Like New,4000,48,2022,5219,4.2,143500
Samsung,A55,Neo,4,512,Official Store,Like New,5200,200,2024,8932,4.5,31700
Vivo,V29,Neo,4,64,Reliance Digital,Good,5200,64,2021,7257,4.4,33470
Apple,i13,Lite,6,128,Official Store,Used,5200,48,2023,2859,3.7,47500
Apple,i17,FE,8,128,Tata Cliq,Good,5000,12,2025,8713,4.7,154500
Vivo,V40,X,6,512,Tata Cliq,Like New,6000,200,2024,4829,4.6,54655
Vivo,V50,Pro Max,12,256,Offline Store,Good,5000,108,2024,3178,4.2,64888
Samsung,M34,Pro,6,256,Croma,Refurbished,5000,108,2022,8383,5,21092
Samsung,S23,Lite,4,128,Official Store,Like New,5000,108,2025,7684,4,46284
Samsung,A15,Base,6,64,Amazon,Used,5200,48,2023,3384,3.7,11741
Google,Pixel 8,Base,12,64,Flipkart,Used,5000,64,2023,9729,3.6,54000
Vivo,V30,Lite,4,256,Croma,Refurbished,4000,108,2023,9176,4.8,34900
Samsung,Y15,Pro,8,256,Flipkart,Like New,5000,108,2023,9445,4.5,14388
Samsung,A55,Plus,8,128,Tata Cliq,Used,4000,200,2022,8820,4.2,33400
Motorola,Edge 40,Ultra,4,64,Flipkart,Used,5500,64,2021,394,4.6,43000
Samsung,M34,Pro,6,128,Reliance Digital,Like New,4500,64,2021,6929,4.5,23052
Samsung,Z24,Pro Max,6,64,Reliance Digital,Refurbished,5500,108,2025,9547,4.2,181000
Apple,i17,Pro,6,512,Croma,Like New,5200,64,2023,6521,3.8,190750
Apple,i16,Ultra,12,128,Offline Store,Good,6000,200,2024,7690,3.8,105400
Samsung,Z22,Neo,12,256,Flipkart,Like New,4500,108,2025,8012,3.9,105250
Oppo,Reno 11,T,6,128,Flipkart,Like New,5500,12,2023,9560,4.2,42733
Samsung,M54,Ultra,8,128,Offline Store,Refurbished,4500,200,2024,6120,4.1,43000
OnePlus,T8,X,4,128,Reliance Digital,Good,6000,64,2021,8107,3.6,47000
Poco,X4,T,8,128,Offline Store,Refurbished,5500,64,2024,9622,3.5,18222
Oppo,Find X5,X,12,64,Flipkart,Like New,4000,12,2023,9029,5,86000
Samsung,M54,Base,4,64,Offline Store,Used,6000,64,2021,1600,4.2,26934
Apple,i15,Plus,8,256,Reliance Digital,Good,5500,64,2024,6632,4.2,55080
Samsung,S23,Plus,6,256,Tata Cliq,Good,6000,200,2021,6246,3.6,49000
OnePlus,OnePlus 8,X,8,128,Amazon,Refurbished,5500,200,2023,2521,4.9,44400
Samsung,M14,Lite,6,64,Reliance Digital,Refurbished,4000,48,2021,3534,4.7,14918
Samsung,M54,Lite,8,128,Official Store,Refurbished,4000,12,2022,9066,4.8,27508
Samsung,F23,Pro,12,256,Flipkart,Refurbished,5200,64,2022,1577,4.7,150250
OnePlus,OnePlus 8,Lite,4,512,Amazon,Refurbished,4000,64,2022,9898,4.2,34900
Samsung,S25,X,12,64,Official Store,Refurbished,5200,108,2024,2894,4.5,105500
Samsung,A15,X,4,128,Tata Cliq,Good,5200,200,2022,2775,4.8,17858
Nothing,Phone 1,FE,8,64,Tata Cliq,Like New,5500,48,2022,9557,4.8,28936
Samsung,F24,Lite,8,128,Official Store,Used,6000,48,2022,1359,4.7,126250
Apple,i16,Lite,12,128,Offline Store,Refurbished,4500,108,2021,7663,4.6,67450
Vivo,V40,FE,4,256,Reliance Digital,Refurbished,5200,12,2025,491,4.2,41200
OnePlus,OnePlus 11,Base,6,128,Official Store,Good,6000,200,2021,6404,4.6,46126
Samsung,S23,Neo,6,128,Offline Store,Good,4500,12,2022,1242,4.1,42250
Google,Pixel 6,X,8,64,Tata Cliq,Used,6000,48,2023,7064,3.9,53500
Samsung,Y20,Neo,6,128,Croma,Like New,6000,64,2023,8222,4.2,14294
Realme,GT 2,T,12,256,Official Store,Used,5200,64,2024,2053,4,20000
Apple,i11,Lite,8,128,Offline Store,Good,6000,200,2022,7743,4.7,26500
Google,Pixel 9,Neo,12,64,Amazon,Like New,5000,200,2025,4457,3.6,67450
Vivo,V40,T,6,64,Reliance Digital,Like New,6000,200,2022,4231,3.6,47500
Apple,i17,Pro Max,8,64,Flipkart,Good,5200,48,2024,2173,3.8,219750
Samsung,S21,X,4,64,Tata Cliq,Refurbished,5200,12,2025,9486,4.3,40500
OnePlus,T9,Pro,12,512,Offline Store,Like New,5200,108,2021,505,4.6,56785
Google,Pixel 7,X,6,64,Official Store,Refurbished,5000,64,2023,742,4.5,60000
Vivo,V29,Pro Max,6,256,Offline Store,Refurbished,6000,12,2022,8850,4,49250
Oppo,Reno 11,Ultra,6,64,Reliance Digital,Like New,4000,48,2021,4034,4.7,55800
OnePlus,T8,FE,12,128,Official Store,Good,5200,200,2022,633,3.5,39000
Vivo,V40,Pro,12,64,Reliance Digital,Good,5000,200,2024,8533,4.7,52179
Apple,i12,Plus,8,128,Croma,Good,4500,64,2021,6681,3.6,44125
Samsung,S24,Base,12,64,Offline Store,Refurbished,4500,12,2023,3167,3.9,45000
OnePlus,OnePlus 10,T,4,256,Flipkart,Refurbished,4500,108,2021,4714,3.5,55000
Motorola,G71,Pro Max,6,128,Official Store,Used,4000,48,2022,9163,4.4,23327
Google,Pixel 9,Pro,6,128,Official Store,Good,5000,48,2023,9169,3.8,88150
Samsung,S23,Pro,8,64,Offline Store,Used,6000,12,2023,3781,3.6,55750
Realme,GT 2,Pro Max,4,512,Official Store,Refurbished,5000,200,2021,4968,4.3,27256
Samsung,A35,T,8,256,Official Store,Good,5500,64,2021,1063,4.9,27956
Vivo,V40,Ultra,8,64,Amazon,Refurbished,4000,12,2021,8067,3.5,62200
OnePlus,T9,X,8,256,Flipkart,Refurbished,5000,48,2025,6968,4.9,53500
Apple,i15,Ultra,12,512,Offline Store,Like New,4500,200,2022,7313,4.4,78458
Google,Pixel 8,Pro Max,4,512,Amazon,Like New,6000,12,2021,411,4.1,86450
Oppo,Reno 10,Plus,8,64,Tata Cliq,Good,6000,108,2025,3338,3.9,40298
OnePlus,T8,Plus,12,512,Tata Cliq,Used,6000,12,2022,9537,3.7,43000
Oppo,Reno 11,T,4,512,Amazon,Refurbished,5200,12,2022,3007,3.9,42500
Samsung,Z23,Base,8,512,Tata Cliq,Used,4500,108,2025,4801,5,107000
Samsung,S25,Pro,6,64,Official Store,Used,4000,200,2025,293,4.3,109750
Apple,i16,Pro,4,128,Tata Cliq,Refurbished,4000,108,2022,2928,4,88150
Vivo,V27,T,4,512,Offline Store,Used,4000,108,2022,9778,4.8,32500
OnePlus,OnePlus 9,Base,6,512,Official Store,Used,5500,64,2023,3359,5,37000
Apple,i13,Plus,8,64,Reliance Digital,Like New,4500,48,2024,1609,4.7,57500
Apple,i12,Pro Max,12,256,Offline Store,Good,5500,64,2023,4979,4,57000
Apple,i16,Lite,8,128,Flipkart,Good,5000,108,2023,1729,3.6,67450
Samsung,M54,Neo,12,128,Flipkart,Used,6000,48,2025,7846,4.2,26500
OnePlus,OnePlus 11,Ultra,4,128,Flipkart,Good,4000,200,2021,2331,4.2,75000
Samsung,Z23,Plus,12,64,Amazon,Refurbished,5500,64,2025,7381,4.3,129400
Samsung,Z23,Pro,8,512,Flipkart,Used,4500,48,2023,5637,4.5,146200
Xiaomi,Redmi Note 12,Neo,4,128,Croma,Good,5000,48,2022,1947,4.4,16379
Poco,X4,X,8,512,Flipkart,Refurbished,6000,64,2025,7172,4,16464
Vivo,V60,Neo,8,128,Reliance Digital,Like New,5000,12,2024,7382,4.7,46426
Apple,i17,Base,6,512,Croma,Like New,5200,108,2022,9183,4.3,140000
Xiaomi,Redmi Note 12,X,8,64,Reliance Digital,Used,6000,108,2024,3398,3.8,18252
Google,Pixel 6,Plus,8,512,Official Store,Used,4000,200,2023,7413,3.8,49000
Samsung,M54,X,8,512,Tata Cliq,Good,6000,48,2021,8285,3.7,34000
Samsung,Y30,Pro Max,4,512,Offline Store,Good,4500,12,2021,898,4.5,24322
OnePlus,OnePlus 9,Neo,6,64,Official Store,Like New,6000,200,2021,7061,3.6,44290
Samsung,Z22,Base,4,256,Offline Store,Like New,5200,12,2024,6335,4.5,100000
Samsung,M14,Base,12,128,Reliance Digital,Refurbished,4500,64,2022,7638,4.7,14382
Samsung,Y30,FE,12,128,Tata Cliq,Good,6000,64,2021,3130,4.4,15667
OnePlus,OnePlus 12,Pro,12,128,Flipkart,Like New,5200,64,2022,4659,4.5,82750
Google,Pixel 7,Base,4,256,Reliance Digital,Refurbished,4000,64,2022,4480,4.2,45000
Apple,i14,FE,6,512,Tata Cliq,Like New,6000,12,2021,7924,3.9,61289
Samsung,S23,Lite,6,256,Official Store,Like New,6000,108,2022,3286,4.6,46134
Realme,GT Neo 3,Plus,4,256,Offline Store,Like New,4000,12,2024,6724,4.3,31468
Vivo,V50,Neo,8,64,Offline Store,Used,4000,64,2021,3935,3.9,42250
Apple,i12,T,8,128,Croma,Refurbished,5000,12,2021,5746,3.7,45000
Oppo,Find X5,Neo,4,512,Amazon,Good,6000,12,2022,5965,4.3,68500
Oppo,Reno 9,Pro Max,6,256,Official Store,Used,5500,64,2022,1670,4.8,44600
Apple,i11,Pro Max,4,256,Flipkart,Like New,5200,200,2023,1029,3.7,47059
Motorola,Edge 40,Ultra,12,128,Tata Cliq,Used,5200,200,2023,1844,4,43000
Motorola,G31,Plus,12,128,Amazon,Like New,5200,64,2022,7642,4.9,10702
Vivo,V60,Pro,6,64,Reliance Digital,Like New,5000,200,2025,4017,4.8,60494
OnePlus,T9,T,6,128,Tata Cliq,Like New,4000,108,2023,2877,4.2,55040
OnePlus,X2,Lite,8,64,Offline Store,Used,6000,48,2025,5808,3.5,31750
Xiaomi,Redmi Note 12,Ultra,12,128,Official Store,Good,5500,64,2023,3045,3.8,22908
OnePlus,OnePlus 8,Neo,4,512,Official Store,Good,5500,64,2024,4778,3.7,35216
Samsung,S25,Pro,12,64,Reliance Digital,Good,4500,64,2023,3743,4.3,109750
Oppo,Reno 9,X,6,64,Flipkart,Good,5000,12,2024,3861,4.6,37231
Apple,i17,Ultra,6,256,Croma,Refurbished,5000,108,2021,7120,4.4,227000
Samsung,Y20,Base,4,512,Offline Store,Used,5500,12,2023,7658,3.7,13757
Vivo,V30,Pro Max,12,256,Official Store,Good,5200,108,2024,1496,4.6,53900
Samsung,S24,T,12,64,Offline Store,Good,4500,108,2023,6589,4.5,57500
OnePlus,T8,Base,4,128,Croma,Refurbished,4500,200,2021,4746,4.2,36376
Google,Pixel 8,Lite,8,256,Tata Cliq,Like New,5000,200,2025,7849,4.5,59066
Samsung,S25,X,12,128,Official Store,Like New,4500,12,2025,2550,3.7,105500
Samsung,S21,Lite,8,512,Offline Store,Like New,5000,12,2025,8470,4.8,33264
Samsung,S24,Pro,12,256,Tata Cliq,Like New,4500,12,2022,8249,4.2,63547
OnePlus,T10,Plus,6,512,Reliance Digital,Used,6000,12,2021,1688,4.4,55000
Samsung,F23,X,8,128,Amazon,Refurbished,4000,64,2021,1579,5,144500
Google,Pixel 7,T,6,256,Croma,Refurbished,6000,200,2022,251,4.3,57500
OnePlus,OnePlus 12,Ultra,12,128,Official Store,Good,5000,64,2023,477,4.3,99000
Oppo,Reno 10,Plus,12,256,Official Store,Refurbished,4500,48,2023,7135,4.4,37000
Samsung,M54,Lite,4,256,Official Store,Used,5200,200,2022,2791,4.3,26500
Samsung,Y15,Neo,8,128,Reliance Digital,Refurbished,4500,200,2021,5497,4,12242
Samsung,F24,T,12,128,Croma,Like New,5500,48,2023,5954,4,151250
Google,Pixel 6,X,6,128,Croma,Refurbished,5200,108,2021,4769,4,53500
Samsung,F24,X,4,64,Amazon,Like New,6000,108,2024,186,5,157500
Google,Pixel 7,Base,6,64,Tata Cliq,Used,4500,108,2024,1848,4.3,45000
OnePlus,X2,Pro,8,512,Amazon,Refurbished,6000,64,2021,2600,4.5,42250
Nothing,Phone 2,Base,4,256,Offline Store,Used,5200,12,2024,6955,4.3,30000
Apple,i14,Lite,4,256,Flipkart,Used,5000,48,2024,4732,4,58000
OnePlus,X,Ultra,12,128,Offline Store,Used,5500,200,2022,4925,4.1,43000
Oppo,Reno 11,T,12,256,Croma,Used,5000,200,2022,6954,4.1,42500
OnePlus,OnePlus 9,Base,4,64,Amazon,Refurbished,5500,200,2025,8809,3.5,37000
Apple,i12,Ultra,12,256,Official Store,Used,6000,12,2023,1670,4.8,59000
Samsung,S24,Plus,6,128,Tata Cliq,Refurbished,5000,48,2022,7906,4.4,55000
OnePlus,T10,Lite,4,64,Reliance Digital,Like New,4000,48,2025,2534,4.7,47500
Xiaomi,Mi 13,Plus,12,64,Offline Store,Refurbished,5500,48,2024,199,4,67000
Google,Pixel 9,Pro Max,4,128,Flipkart,Good,6000,200,2023,8454,4.2,101950
Google,Pixel 7,X,6,256,Croma,Refurbished,4500,64,2024,5329,4.9,60000
Apple,i13,X,12,256,Offline Store,Like New,4000,200,2024,3526,4.1,61948
Oppo,Reno 10,FE,6,64,Croma,Like New,5500,12,2025,2597,3.6,34307
OnePlus,OnePlus 11,Base,4,256,Tata Cliq,Refurbished,5000,12,2025,1675,4,45000
Motorola,Edge 40,Lite,4,256,Amazon,Used,5000,108,2022,95,4.4,28021
Apple,i14,Lite,6,256,Reliance Digital,Like New,4000,48,2021,3489,3.8,62268
Samsung,M34,Ultra,6,512,Reliance Digital,Refurbished,5000,48,2021,1906,4.9,25571
Samsung,F24,Neo,12,512,Official Store,Refurbished,5000,64,2025,6082,4.4,126250
Google,Pixel 10,Plus,12,256,Offline Store,Used,5500,200,2021,8960,3.6,89800
Apple,i15,Pro Max,8,128,Offline Store,Refurbished,5000,64,2025,3363,4.3,72500
OnePlus,OnePlus 10,X,6,64,Flipkart,Like New,4500,12,2022,7852,4.1,57400
Samsung,Z24,Ultra,6,512,Reliance Digital,Good,4500,64,2024,5985,3.6,187000
Vivo,V40,Neo,8,128,Croma,Good,5500,108,2024,4287,4.7,39897
OnePlus,OnePlus 9,T,4,64,Offline Store,Used,4000,200,2022,6049,4.3,47500
Vivo,V60,Ultra,4,128,Flipkart,Good,5200,200,2024,6648,3.9,70200
Vivo,V27,Pro Max,12,128,Amazon,Good,5500,12,2022,5590,4.4,41500
Samsung,M54,Pro,6,512,Amazon,Like New,4000,200,2021,5782,3.7,37255
Samsung,S22,Lite,6,512,Flipkart,Good,5200,200,2022,7537,3.9,39170
Google,Pixel 9,Ultra,12,512,Official Store,Used,6000,64,2021,6296,4,105400
Google,Pixel 6,Ultra,6,512,Reliance Digital,Used,5000,108,2022,7596,4.1,67000
Nothing,Phone 1,X,12,64,Official Store,Good,5500,12,2021,6975,4.5,31400
Oppo,Reno 11,Base,6,512,Amazon,Used,5000,200,2024,3320,4.6,33000
Oppo,Reno 8,T,8,256,Flipkart,Used,6000,12,2021,1087,4.2,32500
Google,Pixel 8,Lite,6,128,Croma,Refurbished,4000,12,2022,9623,4.9,56950
Google,Pixel 9,T,12,128,Tata Cliq,Refurbished,5500,48,2022,1681,5,81250
Xiaomi,Mi 13,Plus,4,64,Amazon,Refurbished,5500,64,2022,9410,5,67000
Realme,GT 2,Plus,6,256,Tata Cliq,Good,4000,64,2025,7556,4.8,21604
Nothing,Phone 1,X,6,512,Offline Store,Like New,4500,108,2024,692,4,36264
OnePlus,X,Pro Max,12,512,Tata Cliq,Good,4500,12,2021,3199,4.3,41500
Motorola,G71,Plus,12,512,Amazon,Like New,5200,12,2022,3265,3.7,23444
Motorola,G31,Pro Max,6,256,Amazon,Like New,4000,64,2021,9148,4.8,15461
OnePlus,OnePlus 12,T,4,64,Croma,Refurbished,4500,64,2023,6250,4.2,76250
Nothing,Phone 2,Lite,6,256,Tata Cliq,Used,6000,200,2025,1971,4.2,31750
Samsung,M34,Lite,6,256,Reliance Digital,Good,5200,108,2021,8021,3.8,18302
Oppo,Find X5,Pro Max,8,256,Reliance Digital,Refurbished,5500,64,2025,1073,4.3,103500
OnePlus,OnePlus 10,Lite,8,128,Reliance Digital,Like New,5000,108,2022,4396,4.7,50793
Samsung,F24,Plus,12,512,Official Store,Used,4000,200,2023,720,5,145000
OnePlus,OnePlus 9,Ultra,4,512,Offline Store,Like New,5500,48,2023,3634,3.9,64090
OnePlus,T9,Ultra,12,128,Official Store,Used,5200,108,2024,2670,4,67000
Realme,GT 2,Plus,12,512,Croma,Refurbished,5000,12,2021,7135,4.8,22425
Samsung,A35,Ultra,4,512,Offline Store,Good,5200,64,2024,6860,4.3,35308
Oppo,Reno 11,X,12,512,Croma,Used,5000,64,2025,1434,4.4,44400
Samsung,A35,X,6,64,Flipkart,Like New,5500,108,2025,6166,5,29172
OnePlus,OnePlus 9,T,4,256,Reliance Digital,Like New,5500,108,2023,6749,4.1,47712
Samsung,A25,Neo,12,512,Flipkart,Good,5500,108,2023,4622,3.8,21478
Apple,i12,FE,8,128,Croma,Refurbished,6000,108,2022,9479,3.6,39000
Realme,GT Neo 3,Neo,6,64,Amazon,Good,5500,48,2021,4249,4.2,25762
Samsung,S21,Plus,4,128,Flipkart,Good,4000,200,2022,735,4.4,38637
Google,Pixel 7,T,4,512,Offline Store,Refurbished,6000,48,2021,6319,4.4,57500
Samsung,Y15,Plus,12,128,Reliance Digital,Used,6000,64,2022,2068,4,11813
Google,Pixel 9,Plus,4,128,Amazon,Like New,4000,64,2024,5815,4,77800
Google,Pixel 8,FE,6,128,Flipkart,Like New,5200,48,2025,5851,3.7,59900
Samsung,F24,Plus,4,128,Croma,Used,4000,64,2024,3109,3.7,145000
OnePlus,T10,Base,6,512,Tata Cliq,Refurbished,5200,48,2024,275,4.8,45000
Xiaomi,Mi 13,Plus,12,256,Flipkart,Used,5200,108,2021,1613,3.5,67000
Nothing,Phone 2,Ultra,6,128,Amazon,Like New,4500,200,2025,2678,4.4,55634
Oppo,Find X5,Neo,8,256,Reliance Digital,Like New,4500,64,2022,3252,4.2,72302
Samsung,A75,X,12,64,Croma,Used,4000,64,2022,1759,4.8,53500
Poco,X4,Neo,8,64,Flipkart,Like New,5000,64,2022,3060,3.8,17386
Google,Pixel 10,Ultra,8,128,Reliance Digital,Used,4000,64,2025,3620,4.1,121400
Samsung,Z22,Plus,6,512,Tata Cliq,Used,4000,108,2022,9199,4.6,121000
Samsung,Y15,Ultra,4,256,Official Store,Refurbished,6000,64,2023,7194,3.8,16132
Apple,i14,Base,12,128,Offline Store,Used,4000,64,2021,480,4,55000
Vivo,V30,Pro Max,12,512,Tata Cliq,Used,5200,12,2021,254,4,53900
Samsung,A25,Base,4,256,Tata Cliq,Used,5200,12,2023,9988,4.2,18452
Vivo,V60,Pro Max,8,128,Amazon,Used,5500,48,2022,6528,3.8,67850
Google,Pixel 7,FE,8,256,Tata Cliq,Like New,5000,64,2025,7585,4,54219
Samsung,Y30,Plus,8,256,Flipkart,Like New,6000,64,2021,8189,3.9,18677
Vivo,V60,Base,4,512,Official Store,Used,4500,108,2022,2720,3.8,42000
Apple,i16,X,6,128,Croma,Like New,6000,108,2025,6373,4.3,84700
Google,Pixel 10,Lite,6,64,Official Store,Like New,5000,64,2024,3112,4.5,78022
Vivo,V60,X,12,256,Reliance Digital,Refurbished,4000,200,2022,2613,4.7,56100
Samsung,Y15,X,6,256,Croma,Like New,5200,64,2024,8739,4.2,14570
Samsung,Y20,X,6,128,Official Store,Like New,5200,108,2021,9231,4.3,17457
Xiaomi,Redmi Note 12,Lite,4,128,Offline Store,Good,5200,48,2021,6323,3.7,12789
Google,Pixel 7,Pro Max,4,64,Official Store,Refurbished,4000,200,2023,9299,3.9,72500
Oppo,Find X5,T,12,256,Offline Store,Used,5500,64,2025,1539,3.9,82500
Samsung,Z23,Lite,4,128,Flipkart,Like New,5000,12,2023,4471,4,113676
Apple,i12,X,6,256,Croma,Good,6000,200,2024,2836,4.9,47000
Samsung,A15,Ultra,4,512,Tata Cliq,Good,6000,108,2025,1432,3.9,22839
Poco,X4,Pro Max,4,256,Reliance Digital,Refurbished,5500,48,2023,1482,4.5,20132
Google,Pixel 6,Ultra,12,64,Official Store,Used,5500,108,2023,3001,4.1,67000
Samsung,Z24,FE,8,512,Amazon,Good,4000,108,2024,8625,4.9,127000
OnePlus,T8,Ultra,12,128,Croma,Good,5000,200,2024,8599,4.2,60564
Samsung,A75,FE,4,512,Croma,Like New,5000,108,2025,9498,4,47383
Vivo,V29,X,6,64,Official Store,Like New,5000,108,2022,5959,3.5,42419
Samsung,Z23,Base,8,512,Amazon,Good,5200,108,2025,7592,4.6,107000
Apple,i14,Pro Max,6,256,Official Store,Refurbished,5200,12,2022,9905,5,88000
Apple,i14,Pro Max,4,512,Amazon,Like New,5000,48,2022,2246,3.9,89004
Samsung,M34,Plus,4,512,Amazon,Used,5200,12,2022,8605,4.1,16600
Google,Pixel 10,Base,4,256,Flipkart,Used,4000,48,2021,678,4.9,74000
Oppo,Reno 8,Neo,6,256,Croma,Like New,4000,108,2024,1658,4.1,28689
Apple,i13,X,6,512,Croma,Like New,4000,12,2021,8402,4.6,62322
Samsung,A55,Ultra,12,128,Croma,Good,5500,108,2023,2400,4.4,46200
Samsung,F24,Lite,12,256,Croma,Refurbished,5000,12,2023,6148,4.2,126250
Samsung,Z24,Pro Max,8,512,Amazon,Refurbished,5000,64,2022,764,3.9,181000
Samsung,S25,Plus,8,512,Flipkart,Like New,4500,108,2022,2106,5,98438
Samsung,S21,Lite,6,64,Official Store,Good,5000,12,2024,1043,4.9,34314
Samsung,S24,Neo,4,128,Amazon,Good,5200,64,2022,5478,4.1,47933
Apple,i17,X,6,128,Official Store,Refurbished,5500,64,2022,8495,3.5,183500
Motorola,Edge 40,Neo,6,64,Reliance Digital,Refurbished,5500,64,2023,9902,4.3,26500
OnePlus,X2,Lite,12,256,Tata Cliq,Like New,5500,64,2022,2615,3.7,32994
OnePlus,T9,Pro Max,6,128,Flipkart,Refurbished,5200,12,2021,5486,4.5,64750
Vivo,V29,Base,12,64,Flipkart,Good,4000,108,2024,5280,4.1,34327
Samsung,F22,Pro Max,4,256,Croma,Refurbished,5200,108,2025,8944,3.9,165500
OnePlus,OnePlus 11,Base,4,64,Tata Cliq,Like New,4500,200,2021,6279,4.7,48630
Vivo,V30,Base,8,512,Offline Store,Like New,4500,48,2021,244,3.8,37965
Google,Pixel 7,Base,6,256,Flipkart,Refurbished,5200,48,2025,9767,3.8,45000
Samsung,A55,Plus,8,64,Offline Store,Good,5200,200,2024,5102,4.2,36617
Oppo,Reno 8,Plus,8,256,Tata Cliq,Used,6000,48,2024,2038,3.7,31000
Vivo,V29,FE,6,256,Croma,Used,5500,200,2025,3016,4.7,33501
Google,Pixel 7,T,12,512,Croma,Like New,5200,12,2021,1146,4.9,60428
Samsung,A75,Neo,8,256,Flipkart,Refurbished,5000,200,2023,7751,4.9,42250
OnePlus,OnePlus 9,Lite,8,512,Reliance Digital,Good,4500,12,2021,6062,4.1,39100
Samsung,Z22,Pro Max,8,256,Reliance Digital,Good,5000,200,2021,5833,3.6,157750
Vivo,V25,Base,6,512,Tata Cliq,Like New,5000,108,2024,356,3.6,22185
Samsung,S24,Base,4,128,Reliance Digital,Good,5500,64,2022,4719,5,45902
OnePlus,X2,Pro,4,128,Offline Store,Refurbished,5500,64,2024,6928,4.3,42250
Oppo,Reno 8,Lite,6,256,Croma,Like New,4000,48,2023,4003,4.5,29745
Vivo,V29,X,6,64,Offline Store,Good,6000,64,2022,4824,4.4,40500
OnePlus,X2,FE,6,256,Offline Store,Like New,5000,200,2021,5967,3.7,35962
Vivo,V25,Pro Max,4,256,Flipkart,Like New,5200,108,2022,8603,4.4,35750
Samsung,S23,FE,12,64,Croma,Refurbished,4500,48,2025,2687,4.3,44500
Realme,GT Neo 3,X,12,64,Offline Store,Refurbished,5200,108,2024,6549,3.6,27500
Oppo,Reno 8,Pro,12,512,Official Store,Used,5200,108,2023,5989,4.7,35500
OnePlus,T9,Base,6,512,Reliance Digital,Refurbished,5200,108,2021,6823,3.9,40000
OnePlus,T10,X,12,256,Offline Store,Refurbished,5000,12,2022,2127,4.8,60000
Realme,GT 2,Plus,12,64,Croma,Used,6000,12,2023,466,3.9,19000
OnePlus,OnePlus 12,T,8,256,Flipkart,Good,5500,200,2023,1762,4.3,76250
Samsung,Y15,Lite,6,256,Tata Cliq,Like New,5200,12,2022,936,3.8,13255
Poco,X4,X,8,512,Flipkart,Refurbished,5500,12,2024,2414,5,17159
Samsung,F22,Lite,6,128,Croma,Like New,6000,64,2022,2005,4.5,110500
Oppo,Find X5,Ultra,4,256,Official Store,Refurbished,5500,200,2025,7570,4,107000
Apple,i14,T,8,512,Offline Store,Like New,4500,108,2023,8206,5,73285
Samsung,A35,Pro,8,64,Reliance Digital,Refurbished,4500,108,2023,9588,4.7,29300
OnePlus,OnePlus 12,Pro,8,64,Amazon,Refurbished,5200,200,2025,9928,4.9,82750
OnePlus,T10,Base,12,128,Offline Store,Refurbished,5500,64,2021,8162,4.2,45000
Samsung,A75,Neo,4,128,Amazon,Good,4000,12,2023,4932,4.4,45467
Motorola,Edge 40,Pro,4,256,Flipkart,Used,5500,12,2025,202,4.7,35500
Samsung,S22,Base,12,64,Tata Cliq,Like New,5000,12,2023,5450,3.6,36889
OnePlus,X,FE,12,256,Official Store,Like New,5000,200,2024,7903,3.8,30043
Google,Pixel 8,X,8,512,Reliance Digital,Refurbished,5500,12,2022,7410,3.6,71700
Samsung,Z22,Neo,12,128,Croma,Refurbished,5200,48,2025,8967,4.8,105250
OnePlus,OnePlus 11,Neo,8,512,Amazon,Refurbished,5000,200,2022,4388,4.6,47500
Samsung,F23,FE,8,256,Tata Cliq,Like New,6000,64,2022,1804,3.7,121500
OnePlus,OnePlus 9,Lite,12,64,Tata Cliq,Like New,5000,12,2023,2655,4.9,42731
Google,Pixel 9,X,8,64,Reliance Digital,Like New,5200,200,2023,89,4.2,87955
Samsung,A55,X,12,256,Official Store,Like New,5500,48,2024,8432,4.1,37580
Samsung,S23,Pro,4,256,Amazon,Used,5000,12,2021,8745,4.3,55750
Motorola,G31,Pro Max,4,64,Reliance Digital,Good,6000,48,2022,293,4,16081
Apple,i13,Pro,6,128,Offline Store,Used,4500,64,2021,1325,5,62500
Samsung,F22,Base,12,512,Offline Store,Refurbished,4500,200,2022,5253,3.7,105000
Google,Pixel 8,Plus,6,64,Flipkart,Like New,4500,108,2021,3849,4.3,65800
Samsung,Y20,T,4,256,Croma,Used,5200,48,2025,7357,4.5,15632
Apple,i13,Base,6,256,Flipkart,Good,4000,64,2025,231,4,46835
Apple,i16,Pro,8,256,Flipkart,Used,6000,64,2022,5192,3.9,88150
Google,Pixel 6,Pro,4,512,Official Store,Good,4500,108,2021,4722,3.6,57145
Vivo,V27,Ultra,12,256,Reliance Digital,Like New,5500,64,2021,1257,4.8,43888
